Sort,SampleSite_ID,SamplePoint_ID,SampleLayer_ID,ApproximateAddress,Sample_Layer,Soil_Series_Type,MapUnit,MapUnitName,MU_Key,SSURGO_AreaSymbol,Surface_Subsurface,UpperDepth_cm,LowerDepth_cm,Surface_Texture,Saturated_HC_DR_cmhr,Saturated_HC_DR_SE_cmhr,n_HC_DR_Measurments,Sum_HC_DR_Measurments,Saturated_HC_DR_IgnoresInfiniteValues_YN,Saturated_HC_DR_Infinite,Saturated_HC_TR_cmhr,Saturated_HC_TR_SE_cmhr,n_Tall_DR_Measurements ,Saturated_HC_SR_cmhr,Saturated_HC_SR_Infinite,Saturated_HC_SR_SE_cmhr,n_Short_DR_Measurements,Saturated_HC_SR_IgnoresInfiniteValues_YN,Unsaturated_K2cm_cmhr,Unsaturated_K2cm_SE_cmhr,Unsaturated_K2cm_STDEV_cmhr,Surface_Notes,Tenth_bar_H2O,Third_bar_H2O,Fifteen_bar_H2O,,,
6728,CAS25,CAP27,CAS25CAP27L1_R,Yorkship Elementary,1,Reference,No Data Cam,No Data Cam,No Data Cam,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
6729,CAS26,CAP28,CAS26CAP28L1_R,Medford WMA,1,Reference,WefB,"Westphalia-Buddtown-Urban land complex, 0 to 5 percent slopes",777779,nj007,Surface,0,25,,,,,,,,,,,0.917,,,,,,,,,,21,11.6,,,
6734,OS1,OP1,OS1OP1L1_R,3121 Bedford Ave,1,Reference,7234,"Judson silty clay loam, 2 to 6 percent slopes",1710950,ne055,Surface,0,23,,,,,,,,,,,0.3,,,,,,,,,,32.7,19.6,,,
6740,OS1,OP2,OS1OP2L1_R,3121 Bedford Ave,1,Reference,7234,"Judson silty clay loam, 2 to 6 percent slopes",1710950,ne055,Surface,0,23,,,,,,,,,,,0.3,,,,,,,,,,32.7,19.6,,,
6746,OS2,OP3,OS2OP3L1_R,3434 Cuming St,1,Reference,9720,"Urban land-Udorthents-Pohocco complex, 0 to 16 percent slopes",1710983,ne055,Surface,0,15,,,,,,,,,,,0.92,,,,,,,,,,31.8,18.1,,,
6750,OS2,OP4,OS2OP4L1_R,3434 Cuming St,1,Reference,9720,"Urban land-Udorthents-Pohocco complex, 0 to 16 percent slopes",1710983,ne055,Surface,0,15,,,,,,,,,,,0.92,,,,,,,,,,31.8,18.1,,,
6754,OS2,OP5,OS2OP5L1_R,3434 Cuming St,1,Reference,9720,"Urban land-Udorthents-Pohocco complex, 0 to 16 percent slopes",1710983,ne055,Surface,0,15,,,,,,,,,,,0.92,,,,,,,,,,31.8,18.1,,,
6758,OS3,OP6,OS3OP6L1_R,550 Turner Blvd,1,Reference,9720,"Urban land-Udorthents-Pohocco complex, 0 to 16 percent slopes",1710983,ne055,Surface,0,15,,,,,,,,,,,0.92,,,,,,,,,,31.8,18.1,,,
6762,OS4,OP7,OS4OP7L1_R,4405 Fontenelle Blvd,1,Reference,7234,"Judson silty clay loam, 2 to 6 percent slopes",1710950,ne055,Surface,0,23,,,,,,,,,,,0.3,,,,,,,,,,32.7,19.6,,,
6768,OS4,OP8,OS4OP8L1_R,4405 Fontenelle Blvd,1,Reference,7234,"Judson silty clay loam, 2 to 6 percent slopes",1710950,ne055,Surface,0,23,,,,,,,,,,,0.3,,,,,,,,,,32.7,19.6,,,
6774,OS5,OP9,OS5OP9L1_R,2936 N 52nd St,1,Reference,8153,"Contrary-Marshall silty clay loams, 6 to 11 percent slopes",1710967,ne055,Surface,0,17,,,,,,,,,,,0.282,,,,,,,,,,30.8,16.5,,,
6777,OS5,OP10,OS5OP10L1_R,2936 N 52nd St,1,Reference,8035,"Marshall-Contrary silty clay loams, 2 to 7 percent slopes",1710955,ne055,Surface,0,18,,,,,,,,,,,0.282,,,,,,,,,,31.9,18.2,,,
6781,OS6,OP11,OS6OP11L1_R,3201 Woolworth Ave,1,Reference,8157,"Contrary-Monona-Ida complex, 6 to 17 percent slopes",1710969,ne055,Surface,0,17,,,,,,,,,,,0.282,,,,,,,,,,30.8,16.5,,,
6784,OS6,OP12,OS6OP12L1_R,3201 Woolworth Ave,1,Reference,8157,"Contrary-Monona-Ida complex, 6 to 17 percent slopes",1710969,ne055,Surface,0,17,,,,,,,,,,,0.282,,,,,,,,,,30.8,16.5,,,
6787,OS6,OP13,OS6OP13L1_R,3201 Woolworth Ave,1,Reference,8157,"Contrary-Monona-Ida complex, 6 to 17 percent slopes",1710969,ne055,Surface,0,17,,,,,,,,,,,0.282,,,,,,,,,,30.8,16.5,,,
6790,OS6,OP14,OS6OP14L1_R,3201 Woolworth Ave,1,Reference,8157,"Contrary-Monona-Ida complex, 6 to 17 percent slopes",1710969,ne055,Surface,0,17,,,,,,,,,,,0.282,,,,,,,,,,30.8,16.5,,,
6793,OS7,OP15,OS7OP15L1_R,4220 Q St NE,1,Reference,8153,"Contrary-Marshall silty clay loams, 6 to 11 percent slopes",1710967,ne055,Surface,0,17,,,,,,,,,,,0.282,,,,,,,,,,30.8,16.5,,,
6796,OS7,OP16,OS7OP16L1_R,4220 Q St NE,1,Reference,8153,"Contrary-Marshall silty clay loams, 6 to 11 percent slopes",1710967,ne055,Surface,0,17,,,,,,,,,,,0.282,,,,,,,,,,30.8,16.5,,,
6799,OS8,OP17,OS8OP17L1_R,3425 Leavenworth St,1,Reference,9720,"Urban land-Udorthents-Pohocco complex, 0 to 16 percent slopes",1710983,ne055,Surface,0,15,,,,,,,,,,,0.92,,,,,,,,,,31.8,18.1,,,
6803,OS9,OP18,OS9OP18L1_R,Paxton Blvd,1,Reference,9718,"Urban land-Udorthents-Judson complex, 0 to 11 percent slopes",1710979,ne055,Surface,0,23,,,,,,,,,,,0.3,,,,,,,,,,32.7,19.6,,,
6809,OS9,OP19,OS9OP19L1_R,Paxton Blvd,1,Reference,9718,"Urban land-Udorthents-Judson complex, 0 to 11 percent slopes",1710979,ne055,Surface,0,23,,,,,,,,,,,0.3,,,,,,,,,,32.7,19.6,,,
6815,OS9,OP20,OS9OP20L1_R,Paxton Blvd,1,Reference,9718,"Urban land-Udorthents-Judson complex, 0 to 11 percent slopes",1710979,ne055,Surface,0,23,,,,,,,,,,,0.3,,,,,,,,,,32.7,19.6,,,
6821,OS10,OP21,OS10OP21L1_R,20th and Pierce,1,Reference,9720,"Urban land-Udorthents-Pohocco complex, 0 to 16 percent slopes",1710983,ne055,Surface,0,15,,,,,,,,,,,0.92,,,,,,,,,,31.8,18.1,,,
6825,OS10,OP22,OS10OP22L1_R,20th and Pierce,1,Reference,9720,"Urban land-Udorthents-Pohocco complex, 0 to 16 percent slopes",1710983,ne055,Surface,0,15,,,,,,,,,,,0.92,,,,,,,,,,31.8,18.1,,,
6829,OS11,OP23,OS11OP23L1_R,Pine and 50th,1,Reference,9720,"Urban land-Udorthents-Pohocco complex, 0 to 16 percent slopes",1710983,ne055,Surface,0,15,,,,,,,,,,,0.92,,,,,,,,,,31.8,18.1,,,
6833,OS11,OP24,OS11OP24L1_R,Pine and 50th,1,Reference,9720,"Urban land-Udorthents-Pohocco complex, 0 to 16 percent slopes",1710983,ne055,Surface,0,15,,,,,,,,,,,0.92,,,,,,,,,,31.8,18.1,,,
6837,OS12,OP25,OS12OP25L1_R,4020 Hoctor Blvd,1,Reference,8140,"Pohocco-Judson silt loams, 11 to 40 percent slopes",1710964,ne055,Surface,0,15,,,,,,,,,,,0.92,,,,,,,,,,30.5,16.1,,,
6841,OS13,OP26,OS13OP26L1_R,Spring Lake Dr,1,Reference,8100,"Monona-Pohocco-Ida silt loams, 17 to 33 percent slopes",1710958,ne055,Surface,0,18,,,,,,,,,,,0.92,,,,,,,,,,30.7,16.5,,,
6845,OS13,OP27,OS13OP27L1_R,Spring Lake Dr,1,Reference,8100,"Monona-Pohocco-Ida silt loams, 17 to 33 percent slopes",1710958,ne055,Surface,0,18,,,,,,,,,,,0.92,,,,,,,,,,30.7,16.5,,,
6849,OS13,OP28,OS13OP28L1_R,Spring Lake Dr,1,Reference,8100,"Monona-Pohocco-Ida silt loams, 17 to 33 percent slopes",1710958,ne055,Surface,0,18,,,,,,,,,,,0.92,,,,,,,,,,30.7,16.5,,,
6853,OS13,OP29,OS13OP29L1_R,Spring Lake Dr,1,Reference,8100,"Monona-Pohocco-Ida silt loams, 17 to 33 percent slopes",1710958,ne055,Surface,0,18,,,,,,,,,,,0.92,,,,,,,,,,30.7,16.5,,,
6857,OS14,OP30,OS14OP30L1_R,Turner Blvd,1,Reference,9720,"Urban land-Udorthents-Pohocco complex, 0 to 16 percent slopes",1710983,ne055,Surface,0,15,,,,,,,,,,,0.92,,,,,,,,,,31.8,18.1,,,
6861,OS14,OP31,OS14OP31L1_R,Turner Blvd,1,Reference,9720,"Urban land-Udorthents-Pohocco complex, 0 to 16 percent slopes",1710983,ne055,Surface,0,15,,,,,,,,,,,0.92,,,,,,,,,,31.8,18.1,,,
6865,OS15,OP32,OS15OP32L1_R,3104 Jefferson St,1,Reference,9719,"Urban land-Udorthents-Marshall complex, 0 to 9 percent slopes",1710981,ne055,Surface,0,18,,,,,,,,,,,0.282,,,,,,,,,,31.9,18.2,,,
6869,OS15,OP33,OS15OP33L1_R,3104 Jefferson St,1,Reference,9719,"Urban land-Udorthents-Marshall complex, 0 to 9 percent slopes",1710981,ne055,Surface,0,18,,,,,,,,,,,0.282,,,,,,,,,,31.9,18.2,,,
6873,OS16,OP34,OS16OP34L1_R,6831 Q St,1,Reference,7050,"Kennebec silt loam, occasionally flooded",1710952,ne055,Surface,0,18,,,,,,,,,,,0.92,,,,,,,,,,30.2,15.7,,,
6878,OS17,OP35,OS17OP35L1_R,5863 N 66 St,1,Reference,9718,"Urban land-Udorthents-Judson complex, 0 to 11 percent slopes",1710979,ne055,Surface,0,23,,,,,,,,,,,0.3,,,,,,,,,,32.7,19.6,,,
6884,OS17,OP36,OS17OP36L1_R,5863 N 66 St,1,Reference,9718,"Urban land-Udorthents-Judson complex, 0 to 11 percent slopes",1710979,ne055,Surface,0,23,,,,,,,,,,,0.3,,,,,,,,,,32.7,19.6,,,
